,技能名稱,預設,主手裝備,副手裝備,身體裝備,效果編號,效果類別名稱,屬性名稱,屬性值,屬性追加,消耗MP,射程,類型,連擊,動作時間,詠唱/蓄力時間,屬性值-英文,屬性值-日文,屬性值-簡中
,,,,,,,,caption,施放法術技能時，根據該技能是否有詠唱時間，賦予不同的效果。,,,,,,,,"While casting Magic Skill, the effect depends on if the skill needs casting time or not.",,施放法术技能时，根据该技能是否有咏唱时间，赋予不同的效果。
,,,,,,,,skill_tree,法術技能,,,,,,,,Magic Skill,,法术技能
,,,,,,-,extra,condition,有詠唱時間的技能,,,,,,,,Skill needs casting time:,,有咏唱时间的技能
,,,,,,,,caption,詠唱時間減少${SLv*5}%,,,,,,,,casting time decreases by ${SLv*5}%.,,咏唱时间减少${SLv*5}%
,,,,,,-,extra,condition,無詠唱時間的技能,,,,,,,,Skill which don't need casting time: ,,无咏唱时间的技能
,,,,,,,,caption,動作時間減少${SLv*5}%。,,,,,,,,action time decreases by ${SLv*5}%.,,动作时间减少${SLv*5}%。
,,,,,,-,list,text,2022/12/15技能調整後，省略詠唱將不顯示於狀態欄。,,,,,,,,,,2022/12/15技能调整后，省略咏唱将不显示于状态栏。
,,,,,,,,mark,省略詠唱,,,,,,,,,,省略咏唱
,,,,,,-,text,text,主手為杖/魔導時，每次使用有詠唱時間的攻擊技能並成功命中時，熟練詠唱狀態層數+1、並將持續時間變為30秒。,,,,,,,,,,主手为杖/魔导时，每次使用有咏唱时间的攻击技能并成功命中时，熟练咏唱状态层数+1、并将持续时间变为30秒。
,,,,,,,,mark,"熟練詠唱,有詠唱時間,成功命中",,,,,,,,,,"熟练咏唱,有咏唱时间,成功命中"
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,1,stack,name,熟練詠唱層數,,,,,,,,,,熟练咏唱层数
,,,,,,,,min,0,,,,,,,,,,
,,,,,,,,max,10,,,,,,,,,,
,,,,,,,,default,10,,,,,,,,,,
,,,,,,,,id,1,,,,,,,,,,
,,,,,,2,effect,name,熟練詠唱,,,,,,,,,,熟练咏唱
,,,,,,,,matk,SLv*stack,,,,,,,,,,
,,,,,,,,stability_magic,Math.floor(SLv*stack/5),,,,,,,,,,
,,,,,,,,duration,30,,,,,,,,,,
,,,,,,,,stack_id,1,,,,,,,,,,
,,,,,,,,condition,詠唱技能命中後,,,,,,,,,,咏唱技能命中后
,,,,,,3,extra,caption,減少所有技能的基礎詠唱時間${stack*0.1}秒。（此效果最多將詠唱時間減少至1秒，低於1秒無法生效）,,,,,,,,,,减少所有技能的基础咏唱时间${stack*0.1}秒。 （此效果最多将咏唱时间减少至1秒，低于1秒无法生效）
,,,,,,,,stack_id,1,,,,,,,,,,
,,,,,,4,list,text,對於多段傷害與範圍傷害，每下傷害命中都能提昇一層熟練詠唱層數。,,,,,,,,,,对于多段伤害与范围伤害，每下伤害命中都能提升一层熟练咏唱层数。
,,,,,,,,mark,熟練詠唱,,,,,,,,,,熟练咏唱
,,,,,,5,list,text,熟練詠唱狀態倒數結束時狀態不會消失，而是層數-1後將狀態重置回30秒，直到層數為0。,,,,,,,,,,熟练咏唱状态倒数结束时状态不会消失，而是层数-1后将状态重置回30秒，直到层数为0。
,,,,,,,,mark,熟練詠唱,,,,,,,,,,熟练咏唱
,,,,,,6,list,text,關於魔法穩定率提升效果，請詳閱#[魔法穩定率]名詞說明。,,,,,,,,,,关于魔法稳定率提升效果，请详阅#[魔法稳定率]名词说明。
,,,,,,,,,,,,,,,,,,,
,,,,,,7,list,text,法術/長槍沒有詠唱時間，但也能獲得熟練詠唱狀態。法術/衝擊波、法術/爆能之類於特定狀態下能夠瞬發的技能，也可以獲取狀態。,,,,,,,,,,法术/长枪没有咏唱时间，但也能获得熟练咏唱状态。法术/冲击波、法术/爆能之类于特定状态下能够瞬发的技能，也可以获取状态。
,,,,,,,,skill,"法術/長槍,法術/衝擊波,法術/爆能",,,,,,,,,,"法术/长枪,法术/冲击波,法术/爆能"
,,,,,,8,list,text,變時神術所發動的技能若本來可以疊層，則變時神術也能獲取熟練詠唱。,,,,,,,,,,变时神术所发动的技能若本来可以叠层，则变时神术也能获取熟练咏唱。
,,,,,,,,skill,變時神術,,,,,,,,,,变时神术
,,,,,,9,tips,text,但魔法火神無法獲取熟練詠唱狀態，其餘非魔法技能樹的詠唱技能尚待測試。,,,,,,,,,,但魔法火神无法获取熟练咏唱状态，其余非魔法技能树的咏唱技能尚待测试。
,,,,,,,,skill,魔法火神,,,,,,,,,,魔法火神
11,,非預設,魔導具,,,2,,stability_magic,Math.floor(SLv*stack/10),,,,,,,,,,
11,,非預設,,,,1,,,,,,,,,,,,,
,,,,,,2,,,,,,,,,,,,,
,,,,,,3,,,,,,,,,,,,,
,,,,,,4,,,,,,,,,,,,,
,,,,,,5,,,,,,,,,,,,,
,,,,,,6,,,,,,,,,,,,,
,,,,,,7,,,,,,,,,,,,,
,,,,,,8,,,,,,,,,,,,,
,,,,,,9,,,,,,,,,,,,,
11,,歷史紀錄,0,2022/12/15,,-,text,text,增加主法杖/魔導具時的追加效果（熟練詠唱狀態）,,,,,,,,,,增加主法杖/魔导具时的追加效果（熟练咏唱状态）
11,,歷史紀錄,1,2022/12/15,,-,text,text,增加主法杖/魔導具時的追加效果（熟練詠唱狀態）,,,,,,,,,,增加主法杖/魔导具时的追加效果（熟练咏唱状态）
12,強射,預設,法杖,,,-,text,text,進行一般攻擊時若距離不足，該次一般攻擊將替換為魔法彈。,,,,被動,,,,"If the attack radius is shorter than the distance between the player and the monster while using normal attack, then the attack is replaced by Magic Wave.",,进行一般攻击时若距离不足，该次一般攻击将替换为魔法弹。
,,,,,,,,mark,魔法彈,,,,,,,,Magic Wave,,魔法弹
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,1,damage,name,魔法彈,,,,,,,,Magic Wave,,魔法弹
,,,,,,,,multiplier,40+SLv*5,,,,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,,,,
,,,,,,-,proration,damage,normal_attack,,,,,,,,,,
,,,,,,2,list,text,魔法彈最大射程：${(Math.floor(SLv/2)+7)}m,,,,,,,,Magic Wave's maximum range: ${(Math.floor(SLv/2)+7)}m,,魔法弹最大射程：${(Math.floor(SLv/2)+7)}m
,,,,,,,,mark,魔法彈,,,,,,,,Magic Wave,,魔法弹
,,,,,,-,list,text,魔法彈等同於普通攻擊，會觸發所有普通攻擊會觸發的效果。包括攻擊MP恢復、慣性、乘勝追擊等。,,,,,,,,"Magic Wave is as same as a normal attack, it activates every effect that normal attack activates, such as AMPR, proration, Aggravate, etc.",,魔法弹等同于普通攻击，会触发所有普通攻击会触发的效果。包括攻击MP恢复、惯性、乘胜追击等。
,,,,,,,,skill,乘勝追擊,,,,,,,,Aggravate,,乘胜追击
,,,,,,,,mark,魔法彈,,,,,,,,Magic Wave,,魔法弹
,,,,,,-,list,text,處於爆氣斬附加的狀態時，此技能將會完全失效。,,,,,,,,This skill is invalid while under Rampage State.,,处于爆气斩附加的状态时，此技能将会完全失效。
,,,,,,,,skill,爆氣斬,,,,,,,,Rampage State,,爆气斩
,,,,,,-,,backup,裝備#[雷吉斯托環]「強射．變化」：失去延長射程的效果，但一般攻擊倍率增加${Math.floor(SLv/2)}~${Math.floor(SLv/2)+5}%。,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
12,,非預設,魔導具,魔導具,,1,,multiplier,70+SLv*5,,,,,,,,,,
,,,,,,2,,text,魔法彈射程：${(Math.floor(SLv/2)+5)}m,,,,,,,,Magic Wave's range: ${(Math.floor(SLv/2)+5)}m,,魔法弹射程：${(Math.floor(SLv/2)+5)}m
12,,非預設,,,,1,,multiplier,SLv*5,,,,,,,,,,
,,,,,,2,,text,魔法彈射程：${(Math.floor(SLv/2)+5)}m,,,,,,,,Magic Wave's range: ${(Math.floor(SLv/2)+5)}m,,魔法弹射程：${(Math.floor(SLv/2)+5)}m
13,魔力灌充,預設,法杖,,,1,heal,type,mp,,300,,須詠唱,可以放入連擊,快,"17.5-Math.min(5,SLv)*0.5-Math.max(0,SLv-5)",,,
,,,,,,,,constant,1500,,,,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,,,,
,,,,,,2,effect,caption,詠唱時間減少${stack}秒。,,,,,,,,Casting time decreases ${stack} second.,,咏唱时间减少${stack}秒。
,,,,,,,,condition,在魔力充填之後使用,,,,,,,,casting after MP Charge,,在魔力充填之后使用
,,,,,,,,skill,魔力充填,,,,,,,,MP Charge,,魔力充填
,,,,,,,,type,none,,,,,,,,,,
,,,,,,,,stack_id,1,,,,,,,,,,
,,,,,,3,stack,name,魔力充填等級,,,,,,,,MP Charge level,,魔力充填等级
,,,,,,,,min,0,,,,,,,,,,
,,,,,,,,max,10,,,,,,,,,,
,,,,,,,,default,10,,,,,,,,,,
,,,,,,,,id,1,,,,,,,,,,
,,,,,,-,list,text,此技能詠唱時間不受詠唱速度影響。,,,,,,,,The casting time is not affected by CSPD.,,此技能咏唱时间不受咏唱速度影响。
13,,非預設,魔導具,魔導具,,1,,constant,1700,,,,,,,,,,
13,,非預設,,,,1,,constant,1000,,,,,,,,,,
,,,,,,2,,,,,,,,,,,,,
,,,,,,3,,,,,,,,,,,,,
14,法術/光護,預設,法杖,,,-,text,text,施放成功後，給予自己光護狀態。,,300,,瞬發,可以放入連擊,,,,,施放成功后，给予自己光护状态。
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,,,mark,光護,,,,,,,,"After casting, gains Guardian Beam buff.",,光护
,,,,,,2,effect,name,光護,,,,,,,,Guardian Beam,,光护
,,,,,,,,caption,在符合條件的時機時，給予其光護彈攻擊。總計可射出${SLv*(SLv+1)/2}發。,,,,,,,,"At the eligible timing, give it a Guardian Beam Attack. A total of ${SLv} beams can be shot.",,在符合条件的时机时，给予其光护弹攻击。总计可射出${SLv*(SLv+1)/2}发。
,,,,,,,,branch,光護彈,,,,,,,,Guardian Beam Attack,,光护弹
,,,,,,,,condition,對符合條件的目標,,,,,,,,For the eligible target,,对符合条件的目标
,,,,,,,,action_frame,171~97,,,,,,,,,,
,,,,,,3,list,text,「符合條件的目標」：指與自身距離小於8米。另外目標仇恨是否指向自身，會影響下述的觸發條件。,,,,,,,,"""Eligible target"" must meet two conditions at the same time: 1. The enemy's hatred target is player, 2. And the distance from player is less than 8m.",,「符合条件的目标」：指与自身距离小于8米。另外目标仇恨是否指向自身，会影响下述的触发条件。
,,,,,,,,mark,"1., 2., 符合條件的目標",,,,,,,,"1., 2., Eligible target",,"1., 2., 符合条件的目标"
,,,,,,-,list,text,「符合條件的時機」指在以下兩個條件中的其中一種：1.詠唱以「法術/」命名、且有詠唱時間的技能期間。2.目標被自身發出的魔法技能傷害後尚未死亡時。其中，條件1需要目標仇恨為自己方有效。,,,,,,,,"""Eligible timing"" refers to one of the following two conditions: 1. When casting the skill that is named after ""Magic:"" and with a casting time. 2. When the target has not died after being injured by the magic skill issued by player.",,「符合条件的时机」指在以下两个条件中的其中一种：1.咏唱以「法术/」命名、且有咏唱时间的技能期间。 2.目标被自身发出的魔法技能伤害后尚未死亡时。其中，条件1需要目标仇恨为自己方有效。
,,,,,,,,mark,"1., 2., 符合條件的時機",,,,,,,,"1., 2., Eligible timing",,"1., 2., 符合条件的时机"
,,,,,,-,list,text,處於詠唱時發射的光護彈，頻率為每秒對每個目標發射一次；而在攻擊後追加的光護彈則僅發射一次。（24m射程）,,,,,,,,,,处于咏唱时发射的光护弹，频率为每秒对每个目标发射一次；而在攻击后追加的光护弹则仅发射一次。 （24m射程）
,,,,,,,,mark,光護彈,,,,,,,,Guardian Beam Attack,,光护弹
,,,,,,-,list,text,光護會對所有符合條件的目標，在符合條件的時機發動光護彈，每下傷害都會消耗一次剩餘次數。,,,,,,,,,,光护会对所有符合条件的目标，在符合条件的时机发动光护弹，每下伤害都会消耗一次剩余次数。
,,,,,,,,mark,"光護彈, 光護",,,,,,,,"Guardian Beam, Guardian Beam Attack",,"光护弹, 光护"
,,,,,,1,proration,damage,magic,,,,,,,,,,
,,,,,,,,proration,none,,,,,,,,,,
,,,,,,-,damage,name,光護彈,,,,,,,,Guardian Beam Attack,,光护弹
,,,,,,,,damage_type,magic,,,,,,,,,,
,,,,,,,,element,neutral,,,,,,,,,,
,,,,,,,,constant,300,,,,,,,,,,
,,,,,,,,multiplier,50+$INT*1,,,,,,,,,,
,,,,,,,,ailment_name,逼退,,,,,,,,Knock Back,,逼退
,,,,,,,,ailment_chance,100,,,,,,,,,,
,,,,,,,,detail_display,0,,,,,,,,,,
,,,,,,,,combo_rate,0,,,,,,,,,,
,,,,,,,,range_damage,0,,,,,,,,,,
,,,,,,-,list,text,逼退距離約4米，無法逼退BOSS級敵人。,,,,,,,,,,逼退距离约4米，无法逼退BOSS级敌人。
,,,,,,-,list,text,連擊效果不影響此技能傷害。,,,,,,,,Damage of this skill wouldn't be affected by the combo effect.,,连击效果不影响此技能伤害。
14,,非預設,魔導具,,,,,,,,,,,,,,,,
14,,歷史紀錄,0,2020/04/16,,-,text,text,更改造成慣性。,,,,,,,,,,更改造成惯性。
,,,,,,1,,proration,magic,,,,,,,,,,
14,,歷史紀錄,1,2020/04/16,,-,text,text,更改造成慣性。,,,,,,,,,,更改造成惯性。
,,,,,,1,,proration,magic,,,,,,,,,,
14,,歷史紀錄,0,2024/4/18,,-,text,text,更改目標條件、提升次數。,,,,,,,,,,
,,,,,,2,,caption,在符合條件的時機時，給予其光護彈攻擊。總計可射出${SLv}發。,,,,,,,,,,
,,,,,,3,list,text,「符合條件的目標」須同時滿足兩個條件：1.敵人的仇恨目標為自身，2.以及與自身距離小於8米。,,,,,,,,,,
14,,歷史紀錄,1,2024/4/18,,-,text,text,更改目標條件、提升次數。,,,,,,,,,,
,,,,,,2,,caption,在符合條件的時機時，給予其光護彈攻擊。總計可射出${SLv}發。,,,,,,,,,,
,,,,,,3,list,text,「符合條件的目標」須同時滿足兩個條件：1.敵人的仇恨目標為自身，2.以及與自身距離小於8米。,,,,,,,,,,
15,變時神術,預設,魔導具,,,1,effect,,,,0,-,瞬發,無法放入連擊,,,,,
,,,,,,,,caption,使用此技能後，立即發動上一個使用的魔法技能（無須詠唱），使用後進入${16-SLv}秒的冷卻。,,,,,,,,,,使用此技能后，立即发动上一个使用的魔法技能（无须咏唱），使用后进入${16-SLv}秒的冷却。
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,,,action_frame,182~97,,,,,,,,,,
,,,,,,-,list,text,滿足條件時，使用魔法技能後角色頭上會出現沙漏圖示，即表示該技能已被設定為變時神術即將再發動的技能。,,,,,,,,,,满足条件时，使用魔法技能后角色头上会出现沙漏图示，即表示该技能已被设定为变时神术即将再发动的技能。
,,,,,,-,list,text,此技能的消費MP與上一個魔法技能發動時的實際消費MP相同。,,,,,,,,,,此技能的消费MP与上一个魔法技能发动时的实际消费MP相同。
,,,,,,,,mark,實際消費MP,,,,,,,,,,实际消费MP
,,,,,,-,list,text,但技能傷害不受原先的連擊效果影響。,,,,,,,,,,但技能伤害不受原先的连击效果影响。
,,,,,,2,list,text,MP不足時無法發動此技能。,,,,,,,,,,MP不足时无法发动此技能。
,,,,,,-,list,text,能發動魔法技能樹中的大部分技能，除了法術結界外。,,,,,,,,,,能发动魔法技能树中的大部分技能，除了法术结界外。
,,,,,,,,mark,法術結界,,,,,,,,,,法术结界
,,,,,,-,list,text,可以觸發縮時詠唱的效果，但無法提升法術/爆能的詠咒層數。,,,,,,,,,,可以触发缩时咏唱的效果，但无法提升法术/爆能的咏咒层数。
,,,,,,,,skill,"縮時詠唱,法術/爆能",,,,,,,,,,"缩时咏唱,法术/爆能"
,,,,,,-,list,text,對於法術/魔法砲，此技能只在發射魔法砲時能再次發動，並且威力按照上次發動時的充填百分比計算。,,,,,,,,,,对于法术/魔法炮，此技能只在发射魔法炮时能再次发动，并且威力按照上次发动时的充填百分比计算。
,,,,,,,,skill,法術/魔法砲,,,,,,,,,,法术/魔法炮
15,,歷史紀錄,0,2024/4/18,,1,,caption,使用此技能後，立即發動上一個使用的魔法技能（無須詠唱），使用後進入${13-Math.floor((SLv-1)/2)}秒的冷卻。若MP不足以發動，則會支付HP作為代價發動，每![1]點不足的MP消耗最大HP的${(11-SLv)*0.1}%。,,,,,,,,,,使用此技能后，立即发动上一个使用的魔法技能（无须咏唱），使用后进入${13-Math.floor((SLv-1)/2)}秒的冷却。若MP不足以发动，则会支付HP作为代价发动，每![1]点不足的MP消耗最大HP的${(11-SLv)*0.1}%。
,,,,,,2,list,text,此技能的支付HP可以導致角色死亡，且若因此死亡，將不可被急救、使用復活之露、點擊重新再戰按鈕。,,,,,,,,,,
16,法術/魔法砲,預設,法杖,,,-,text,text,初次使用時，給予自身魔砲充填效果，再次使用時發射魔法砲，依據充填百分比造成傷害。,,0,-,瞬發,可以放入連擊,,,,,初次使用时，给予自身魔炮充填效果，再次使用时发射魔法炮，依据充填百分比造成伤害。
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,,,mark,"魔砲充填, 魔法砲",,,,,,,,,,"魔炮充填, 魔法炮"
,,,,,,-,effect,name,魔砲充填,,,,,,,,,,魔炮充填
,,,,,,,,caption,使下次使用本技能時，消費MP變為700，並持續累積充填百分比，若發動了部分魔法技能，充填百分比將進一步提升。,,,,,,,,,,使下次使用本技能时，消费MP变为700，并持续累积充填百分比，若发动了部分魔法技能，充填百分比将进一步提升。
,,,,,,,,mark,充填百分比,,,,,,,,,,充填百分比
,,,,,,,,action_frame,61~37,,,,,,,,,,
,,,,,,-,list,text,充填在100%以下時，每1秒提升1%充填百分比；充填在100%以上時則每2秒提升1%。,,,,,,,,,,充填在100%以下时，每1秒提升1%充填百分比；充填在100%以上时则每2秒提升1%。
,,,,,,,,mark,充填百分比,,,,,,,,,,充填百分比
,,,,,,-,list,text,魔砲充填的動作時間，通常不受行動速度的影響。但可利用連擊效果「迅速」，達到行動速度50%。,,,,,,,,,,魔炮充填的动作时间，通常不受行动速度的影响。但可利用连击效果「迅速」，达到行动速度50%。
,,,,,,,,mark,魔砲充填,,,,,,,,,,魔炮充填
,,,,,,-,tips,text,技能提升充填百分比的數量,,,,,,,,,,技能提升充填百分比的数量
,,,,,,-,group,size,1,,,,,,,,,,
,,,,,,-,list,text,以下僅有技能等級LV10的資料，另外，詠唱速度越高，提升層數越多。（部分技能例外）,,,,,,,,,,以下仅有技能等级LV10的资料，另外，咏唱速度越高，提升层数越多。 （部分技能例外）
,,,,,,,,mark,"詠唱速度, 充填百分比",,,,,,,,,,"咏唱速度, 充填百分比"
,,,,,,-,list,text,以下用到的詠唱加速，定義為：詠唱速度給予的詠唱時間短縮量。1000CSPD以下時，每20提升1%；1000CSPD以上時，每180提升1%。,,,,,,,,,,以下用到的咏唱加速，定义为：咏唱速度给予的咏唱时间短缩量。 1000CSPD以下时，每20提升1%；1000CSPD以上时，每180提升1%。
,,,,,,,,mark,"詠唱加速,詠唱速度",,,,,,,,,,"咏唱加速,咏唱速度"
,,,,,,-,list,text,舉例而言，![2000]CSPD，下方公式的詠唱加速以${0.55}代入。,,,,,,,,,,举例而言，![2000]CSPD，下方公式的咏唱加速以${0.55}代入。
,,,,,,,,mark,"詠唱加速,詠唱速度",,,,,,,,,,"咏唱加速,咏唱速度"
,,,,,,3,list,text,通常公式：((實際詠唱時間×技能等級+80×詠唱加速))。以下技能適用此公式：法術/飛箭、法術/長槍、法術/魔法槍、法術/引爆、法術/障壁、法術/暴風、法術/毀滅、法術/終結、法術/爆能、祈禱、神聖光輝、空靈障壁、法術結界、空靈閃焰、復甦、反擊勢力、天外長槍。,,,,,,,,,,通常公式：((实际咏唱时间×技能等级+80×咏唱加速))。以下技能适用此公式：法术/飞箭、法术/长枪、法术/魔法枪、法术/引爆、法术/障壁、法术/暴风、法术/毁灭、法术/终结、法术/爆能、祈祷、神圣光辉、空灵障壁、法术结界、空灵闪焰、复苏、反击势力、天外长枪。
,,,,,,,,skill,"法術/飛箭,法術/魔法槍,法術/毀滅,法術/終結,法術/爆能,祈禱,空靈障壁,法術結界,法術/長槍,神聖光輝,空靈閃焰,法術/引爆,法術/障壁,法術/暴風",,,,,,,,,,"法术/飞箭,法术/魔法枪,法术/毁灭,法术/终结,法术/爆能,祈祷,空灵障壁,法术结界,法术/长枪,神圣光辉,空灵闪焰,法术/引爆,法术/障壁,法术/暴风"
,,,,,,-,list,text,當前充填百分比已達100%時，技能給予的層數一樣會減半。,,,,,,,,,,当前充填百分比已达100%时，技能给予的层数一样会减半。
,,,,,,,,,,,,,,,,,,,
,,,,,,4,list,text,法術/衝擊波、附魔劍擊，命中敵人後提升((40×詠唱加速))充填百分比。,,,,,,,,,,法术/冲击波、附魔剑击，命中敌人后提升((40×咏唱加速))充填百分比。
,,,,,,,,skill,"法術/衝擊波,附魔劍擊",,,,,,,,,,"法术/冲击波,附魔剑击"
,,,,,,5,list,text,魔力灌充，直接使用時遵循通常公式，但接在魔力充填後使用時變為提升((40×詠唱加速))。,,,,,,,,,,魔力灌充，直接使用时遵循通常公式，但接在魔力充填后使用时变为提升((40×咏唱加速))。
,,,,,,,,skill,魔力灌充,,,,,,,,,,魔力灌充
,,,,,,-,list,text,以下技能可以提升充填百分比，但公式尚未測試：祝福、高貴治癒、魔力水晶、帝王之光、腥紅血淚、懲戒之槍、傳送。,,,,,,,,,,以下技能可以提升充填百分比，但公式尚未测试：祝福、高贵治愈、魔力水晶、帝王之光、腥红血泪、惩戒之枪、传送。
,,,,,,,,skill,"祝福,神聖光輝,高貴治癒,空靈閃焰,附魔劍擊,魔力水晶,帝王之光,腥紅血淚,懲戒之槍,傳送",,,,,,,,,,"祝福,神圣光辉,高贵治愈,空灵闪焰,附魔剑击,魔力水晶,帝王之光,腥红血泪,惩戒之枪,传送"
,,,,,,-,list,text,技能縮時詠唱提供的詠唱時間減免，會降低公式中的實際詠唱時間，卻不提供詠唱加速。,,,,,,,,,,技能缩时咏唱提供的咏唱时间减免，会降低公式中的实际咏唱时间，却不提供咏唱加速。
,,,,,,,,skill,縮時詠唱,,,,,,,,,,缩时咏唱
,,,,,,-,space,#,,,,,,,,,,,
,,,,,,-,stack,name,充填百分比,,,,,,,,,,充填百分比
,,,,,,,,min,0,,,,,,,,,,
,,,,,,,,max,200,,,,,,,,,,
,,,,,,,,default,100,,,,,,,,,,
,,,,,,,,unit,%,,,,,,,,,,
